"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"03.3X","GO:0045088","regulation of innate immune response","2/148","90/21869",0.124185492355043,0.489885668961193,0.48249320947374,"AT4G37000/AT2G18300",2
"03.3X","GO:0006352","DNA-templated transcription, initiation","2/148","91/21869",0.126438298011291,0.489885668961193,0.48249320947374,"AT3G10070/AT1G30590",2
"03.3X","GO:0009240","isopentenyl diphosphate biosynthetic process","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT4G13830",1
"03.3X","GO:0015766","disaccharide transport","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0015770","sucrose transport","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0015996","chlorophyll catabolic process","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0046490","isopentenyl diphosphate metabolic process","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT4G13830",1
"03.3X","GO:0060966","regulation of gene silencing by RNA","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT3G42670",1
"03.3X","GO:1902930","regulation of alcohol biosynthetic process","1/148","20/21869",0.127044519962796,0.489885668961193,0.48249320947374,"AT2G03440",1
"03.3X","GO:0065004","protein-DNA complex assembly","2/148","92/21869",0.128700864193264,0.489885668961193,0.48249320947374,"AT2G37470/AT3G10070",2
"03.3X","GO:0010363","regulation of plant-type hypersensitive response","1/148","21/21869",0.132957715580239,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0015772","oligosaccharide transport","1/148","21/21869",0.132957715580239,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0070475","rRNA base methylation","1/148","21/21869",0.132957715580239,0.489885668961193,0.48249320947374,"AT1G78190",1
"03.3X","GO:0071025","RNA surveillance","1/148","21/21869",0.132957715580239,0.489885668961193,0.48249320947374,"AT1G03140",1
"03.3X","GO:1901259","chloroplast rRNA processing","1/148","21/21869",0.132957715580239,0.489885668961193,0.48249320947374,"AT5G50250",1
"03.3X","GO:0042440","pigment metabolic process","3/148","187/21869",0.133738127075889,0.489885668961193,0.48249320947374,"AT5G45930/AT4G01690/AT4G37000",3
"03.3X","GO:0009451","RNA modification","4/148","290/21869",0.134325906406329,0.489885668961193,0.48249320947374,"AT5G08490/AT1G10490/AT1G78190/AT5G50250",4
"03.3X","GO:0010565","regulation of cellular ketone metabolic process","2/148","95/21869",0.135544810960904,0.489885668961193,0.48249320947374,"AT2G03440/AT4G13830",2
"03.3X","GO:0009409","response to cold","5/148","400/21869",0.135681646115397,0.489885668961193,0.48249320947374,"AT5G63320/AT2G03440/AT5G43760/AT5G52310/AT1G35720",5
"03.3X","GO:0003013","circulatory system process","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0003018","vascular process in circulatory system","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0010232","vascular transport","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0010233","phloem transport","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G35720",1
"03.3X","GO:0010345","suberin biosynthetic process","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G17840",1
"03.3X","GO:0032544","plastid translation","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT4G31850",1
"03.3X","GO:0045824","negative regulation of innate immune response","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT2G18300",1
"03.3X","GO:0046149","pigment catabolic process","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0048826","cotyledon morphogenesis","1/148","22/21869",0.13883112541611,0.489885668961193,0.48249320947374,"AT1G17840",1
"03.3X","GO:0006338","chromatin remodeling","2/148","97/21869",0.140152046924159,0.489885668961193,0.48249320947374,"AT2G37470/AT2G23740",2
"03.3X","GO:0009414","response to water deprivation","5/148","406/21869",0.141806367678078,0.489885668961193,0.48249320947374,"AT2G28740/AT5G08490/AT5G26340/AT5G52310/AT1G35720",5
"03.3X","GO:0009150","purine ribonucleotide metabolic process","3/148","193/21869",0.143036399718305,0.489885668961193,0.48249320947374,"AT4G26530/AT4G29220/AT1G54130",3
"03.3X","GO:0006783","heme biosynthetic process","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT4G01690",1
"03.3X","GO:0010030","positive regulation of seed germination","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT1G18100",1
"03.3X","GO:0030198","extracellular matrix organization","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT3G07390",1
"03.3X","GO:0034765","regulation of ion transmembrane transport","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT3G45780",1
"03.3X","GO:0043062","extracellular structure organization","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT3G07390",1
"03.3X","GO:0043903","regulation of biological process involved in symbiotic interaction","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0046470","phosphatidylcholine metabolic process","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT4G09760",1
"03.3X","GO:0061647","histone H3-K9 modification","1/148","23/21869",0.144665015352414,0.489885668961193,0.48249320947374,"AT2G23740",1
"03.3X","GO:0006457","protein folding","3/148","195/21869",0.146182966029476,0.489885668961193,0.48249320947374,"AT1G36390/AT4G13830/AT5G48580",3
"03.3X","GO:0000245","spliceosomal complex assembly","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT5G22840",1
"03.3X","GO:0006094","gluconeogenesis","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT4G26530",1
"03.3X","GO:0006863","purine nucleobase transport","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT4G18210",1
"03.3X","GO:0009119","ribonucleoside metabolic process","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT4G29580",1
"03.3X","GO:0009269","response to desiccation","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT5G52310",1
"03.3X","GO:0015749","monosaccharide transmembrane transport","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT5G26340",1
"03.3X","GO:0032968","positive regulation of transcription elongation from RNA polymerase II promoter","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT1G03740",1
"03.3X","GO:0032981","mitochondrial respiratory chain complex I assembly","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT3G16010",1
"03.3X","GO:2000034","regulation of seed maturation","1/148","24/21869",0.150459649506394,0.489885668961193,0.48249320947374,"AT5G45830",1
"03.3X","GO:0009415","response to water","5/148","416/21869",0.152277823261495,0.489885668961193,0.48249320947374,"AT2G28740/AT5G08490/AT5G26340/AT5G52310/AT1G35720",5
"03.3X","GO:0055065","metal ion homeostasis","3/148","199/21869",0.152543739975625,0.489885668961193,0.48249320947374,"AT5G06220/AT4G27870/AT5G22830",3
"03.3X","GO:0006163","purine nucleotide metabolic process","3/148","201/21869",0.155756925213308,0.489885668961193,0.48249320947374,"AT4G26530/AT4G29220/AT1G54130",3
"03.3X","GO:0090696","post-embryonic plant organ development","3/148","201/21869",0.155756925213308,0.489885668961193,0.48249320947374,"AT5G20730/AT3G07390/AT2G17500",3
"03.3X","GO:0006787","porphyrin-containing compound catabolic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0009688","abscisic acid biosynthetic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT2G03440",1
"03.3X","GO:0010962","regulation of glucan biosynthetic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT3G16000",1
"03.3X","GO:0033015","tetrapyrrole catabolic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT4G37000",1
"03.3X","GO:0035196","production of miRNAs involved in gene silencing by miRNA","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT5G20170",1
"03.3X","GO:0043289","apocarotenoid biosynthetic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT2G03440",1
"03.3X","GO:1902645","tertiary alcohol biosynthetic process","1/148","25/21869",0.156215290242171,0.489885668961193,0.48249320947374,"AT2G03440",1
"03.3X","GO:0015718","monocarboxylic acid transport","1/148","27/21869",0.167610632219245,0.493523336301434,0.486075983784555,"AT3G19490",1
"03.3X","GO:0030150","protein import into mitochondrial matrix","1/148","28/21869",0.173250849526797,0.493523336301434,0.486075983784555,"AT1G36390",1
"03.3X","GO:0006563","L-serine metabolic process","1/148","30/21869",0.184417654123383,0.496933396698029,0.489434585779877,"AT3G19480",1
"03.3X","GO:0050821","protein stabilization","1/148","30/21869",0.184417654123383,0.496933396698029,0.489434585779877,"AT1G55670",1
"03.3AA","GO:1901259","chloroplast rRNA processing","2/53","21/21869",0.00117500337068294,0.20890439098667,0.186015495449898,"AT1G12800/AT3G57180",2
"03.3AA","GO:0042254","ribosome biogenesis","5/53","356/21869",0.00168094394435145,0.20890439098667,0.186015495449898,"AT4G34730/AT5G38720/AT1G12800/AT3G57180/AT5G55920",5
"03.3AA","GO:0006364","rRNA processing","4/53","258/21869",0.00352215266549213,0.20890439098667,0.186015495449898,"AT5G38720/AT1G12800/AT3G57180/AT5G55920",4
"03.3AA","GO:0022613","ribonucleoprotein complex biogenesis","5/53","434/21869",0.00394807134675027,0.20890439098667,0.186015495449898,"AT4G34730/AT5G38720/AT1G12800/AT3G57180/AT5G55920",5
"03.3AA","GO:0016072","rRNA metabolic process","4/53","270/21869",0.00413988260045521,0.20890439098667,0.186015495449898,"AT5G38720/AT1G12800/AT3G57180/AT5G55920",4
"03.3AA","GO:0031056","regulation of histone modification","2/53","45/21869",0.00533723272739432,0.20890439098667,0.186015495449898,"AT2G06210/AT5G13530",2
"03.3AA","GO:0051084","'de novo' posttranslational protein folding","2/53","48/21869",0.00605309047856171,0.20890439098667,0.186015495449898,"AT1G80030/AT4G28480",2
"03.3AA","GO:0051085","chaperone cofactor-dependent protein refolding","2/53","48/21869",0.00605309047856171,0.20890439098667,0.186015495449898,"AT1G80030/AT4G28480",2
"03.3AA","GO:0006458","'de novo' protein folding","2/53","53/21869",0.0073377803683316,0.20890439098667,0.186015495449898,"AT1G80030/AT4G28480",2
"03.3AA","GO:0009788","negative regulation of abscisic acid-activated signaling pathway","2/53","55/21869",0.00788318456553472,0.20890439098667,0.186015495449898,"AT2G22430/AT5G13530",2
"03.3AA","GO:1901420","negative regulation of response to alcohol","2/53","55/21869",0.00788318456553472,0.20890439098667,0.186015495449898,"AT2G22430/AT5G13530",2
"03.3AA","GO:1905958","negative regulation of cellular response to alcohol","2/53","55/21869",0.00788318456553472,0.20890439098667,0.186015495449898,"AT2G22430/AT5G13530",2
"03.3AA","GO:0000280","nuclear division","3/53","216/21869",0.0154947139134569,0.262827115361557,0.234030102721811,"AT5G12150/AT1G65010/AT5G10950",3
"03.3AA","GO:0006090","pyruvate metabolic process","2/53","82/21869",0.0169119870716378,0.262827115361557,0.234030102721811,"AT2G26930/AT2G13560",2
"03.3AA","GO:0048285","organelle fission","3/53","253/21869",0.023444135571884,0.262827115361557,0.234030102721811,"AT5G12150/AT1G65010/AT5G10950",3
"03.3AA","GO:2000779","regulation of double-strand break repair","1/53","10/21869",0.0239774946676453,0.262827115361557,0.234030102721811,"AT3G48710",1
"03.3AA","GO:0000105","histidine biosynthetic process","1/53","11/21869",0.02634398868762,0.262827115361557,0.234030102721811,"AT1G58080",1
"03.3AA","GO:0006547","histidine metabolic process","1/53","11/21869",0.02634398868762,0.262827115361557,0.234030102721811,"AT1G58080",1
"03.3AA","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","1/53","11/21869",0.02634398868762,0.262827115361557,0.234030102721811,"AT2G26930",1
"03.3AA","GO:0034389","lipid droplet organization","1/53","11/21869",0.02634398868762,0.262827115361557,0.234030102721811,"AT3G51520",1
"03.3AA","GO:0140014","mitotic nuclear division","2/53","104/21869",0.0263706193606447,0.262827115361557,0.234030102721811,"AT5G12150/AT5G10950",2
"03.3AA","GO:0043171","peptide catabolic process","1/53","12/21869",0.0287048528380248,0.262827115361557,0.234030102721811,"AT2G41790",1
"03.3AA","GO:0019682","glyceraldehyde-3-phosphate metabolic process","1/53","13/21869",0.0310601002553093,0.262827115361557,0.234030102721811,"AT2G26930",1
"03.3AA","GO:0023057","negative regulation of signaling","2/53","114/21869",0.0312315887757515,0.262827115361557,0.234030102721811,"AT2G22430/AT5G13530",2
"03.3AA","GO:0000919","cell plate assembly","1/53","14/21869",0.0334097440458688,0.262827115361557,0.234030102721811,"AT5G12150",1
"03.3AA","GO:0000278","mitotic cell cycle","3/53","292/21869",0.0338156267632378,0.262827115361557,0.234030102721811,"AT5G12150/AT5G10950/AT5G23860",3
"03.3AA","GO:0006108","malate metabolic process","1/53","18/21869",0.0427525440207158,0.262827115361557,0.234030102721811,"AT2G13560",1
"03.3AA","GO:0009240","isopentenyl diphosphate biosynthetic process","1/53","20/21869",0.0473906608165372,0.262827115361557,0.234030102721811,"AT2G26930",1
"03.3AA","GO:0046490","isopentenyl diphosphate metabolic process","1/53","20/21869",0.0473906608165372,0.262827115361557,0.234030102721811,"AT2G26930",1
"03.3AA","GO:0023051","regulation of signaling","3/53","340/21869",0.0493447207495918,0.262827115361557,0.234030102721811,"AT2G22430/AT4G02590/AT5G13530",3
"03.3AA","GO:0010646","regulation of cell communication","3/53","344/21869",0.0507728857856189,0.262827115361557,0.234030102721811,"AT2G22430/AT4G02590/AT5G13530",3
"03.3AA","GO:0010380","regulation of chlorophyll biosynthetic process","1/53","22/21869",0.0520067267117382,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0046149","pigment catabolic process","1/53","22/21869",0.0520067267117382,0.262827115361557,0.234030102721811,"AT5G43860",1
"03.3AA","GO:0006613","cotranslational protein targeting to membrane","1/53","23/21869",0.0543065227242008,0.262827115361557,0.234030102721811,"AT2G43640",1
"03.3AA","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","1/53","23/21869",0.0543065227242008,0.262827115361557,0.234030102721811,"AT2G43640",1
"03.3AA","GO:0007064","mitotic sister chromatid cohesion","1/53","23/21869",0.0543065227242008,0.262827115361557,0.234030102721811,"AT5G10950",1
"03.3AA","GO:1901463","regulation of tetrapyrrole biosynthetic process","1/53","23/21869",0.0543065227242008,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0098754","detoxification","2/53","155/21869",0.0543706327730555,0.262827115361557,0.234030102721811,"AT2G47730/AT1G66780",2
"03.3AA","GO:0140352","export from cell","2/53","156/21869",0.0549932986149412,0.262827115361557,0.234030102721811,"AT1G66780/AT5G13530",2
"03.3AA","GO:0016114","terpenoid biosynthetic process","2/53","161/21869",0.0581444979558832,0.262827115361557,0.234030102721811,"AT2G26930/AT3G57180",2
"03.3AA","GO:0016109","tetraterpenoid biosynthetic process","1/53","26/21869",0.0611731166479369,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0016117","carotenoid biosynthetic process","1/53","26/21869",0.0611731166479369,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0019432","triglyceride biosynthetic process","1/53","26/21869",0.0611731166479369,0.262827115361557,0.234030102721811,"AT3G51520",1
"03.3AA","GO:0046889","positive regulation of lipid biosynthetic process","1/53","26/21869",0.0611731166479369,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0006974","cellular response to DNA damage stimulus","3/53","378/21869",0.063714592615689,0.262827115361557,0.234030102721811,"AT1G79050/AT3G48710/AT5G10950",3
"03.3AA","GO:0000226","microtubule cytoskeleton organization","2/53","175/21869",0.0672901948072811,0.262827115361557,0.234030102721811,"AT3G02180/AT5G23860",2
"03.3AA","GO:0045834","positive regulation of lipid metabolic process","1/53","29/21869",0.0679907868660344,0.262827115361557,0.234030102721811,"AT3G57180",1
"03.3AA","GO:0046460","neutral lipid biosynthetic process","1/53","29/21869",0.0679907868660344,0.262827115361557,0.234030102721811,"AT3G51520",1
"03.3AA","GO:0046463","acylglycerol biosynthetic process","1/53","29/21869",0.0679907868660344,0.262827115361557,0.234030102721811,"AT3G51520",1
"03.3AA","GO:0009636","response to toxic substance","2/53","178/21869",0.0693090138236957,0.262827115361557,0.234030102721811,"AT2G47730/AT1G66780",2
"03.3AA","GO:0009646","response to absence of light","1/53","46/21869",0.105716510684969,0.279774058070684,0.249120230456849,"AT3G57180",1
"03.3AA","GO:0006099","tricarboxylic acid cycle","1/53","47/21869",0.107888394703376,0.279774058070684,0.249120230456849,"AT2G20420",1
"03.3AA","GO:0009910","negative regulation of flower development","1/53","49/21869",0.112216648582529,0.279774058070684,0.249120230456849,"AT2G06210",1
"03.3AA","GO:0046618","xenobiotic export","1/53","50/21869",0.114373042607512,0.279774058070684,0.249120230456849,"AT1G66780",1
"03.3AA","GO:1901264","carbohydrate derivative transport","1/53","59/21869",0.133550760040851,0.301322511156983,0.268307697786258,"AT2G34660",1
"03.3AA","GO:0016485","protein processing","1/53","60/21869",0.135656299230114,0.301322511156983,0.268307697786258,"AT3G19170",1
"03.3AA","GO:2000242","negative regulation of reproductive process","1/53","76/21869",0.168670083313962,0.310040962392139,0.276070899978436,"AT2G06210",1
"03.3AA","GO:0009566","fertilization","1/53","88/21869",0.192615416284719,0.32408308136794,0.288574474968474,"AT4G02590",1
"03.3AA","GO:0009567","double fertilization forming a zygote and endosperm","1/53","88/21869",0.192615416284719,0.32408308136794,0.288574474968474,"AT4G02590",1
"03.3AA","GO:0009965","leaf morphogenesis","1/53","118/21869",0.249557530306282,0.383378234963273,0.34137287389977,"AT5G55920",1
"03.3AA","GO:0006979","response to oxidative stress","2/53","451/21869",0.298787004595445,0.422782207230063,0.37645949601088,"AT5G47650/AT5G43750",2
"03.3AA","GO:0140694","non-membrane-bounded organelle assembly","1/53","149/21869",0.304255991835157,0.424861483364972,0.378310953410055,"AT5G38720",1
"03.3AA","GO:0051640","organelle localization","1/53","167/21869",0.334200735819386,0.452779444418114,0.403170044847642,"AT5G05010",1
"03.3AA","GO:0051668","localization within membrane","1/53","169/21869",0.337448831217274,0.452779444418114,0.403170044847642,"AT2G43640",1
"03.3AA","GO:0010073","meristem maintenance","1/53","185/21869",0.3628799472624,0.471101740048128,0.419484833078273,"AT2G26140",1
"03.3AA","GO:0009832","plant-type cell wall biogenesis","1/53","190/21869",0.370628928555223,0.475241932582906,0.423171399751082,"AT5G12150",1
"03.3AF","GO:0071456","cellular response to hypoxia","4/57","242/21869",0.00365032277274641,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0036294","cellular response to decreased oxygen levels","4/57","244/21869",0.00375882241286401,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0071453","cellular response to oxygen levels","4/57","244/21869",0.00375882241286401,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0000122","negative regulation of transcription by RNA polymerase II","2/57","40/21869",0.00488556028928472,0.276934578180267,0.250345834362868,"AT3G62930/AT1G03850",2
"03.3AF","GO:0001666","response to hypoxia","4/57","268/21869",0.0052361772421929,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0036293","response to decreased oxygen levels","4/57","272/21869",0.00551527554281492,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0070482","response to oxygen levels","4/57","273/21869",0.00558657650507743,0.276934578180267,0.250345834362868,"AT1G66880/AT5G19240/AT4G24570/AT3G46230",4
"03.3AF","GO:0009073","aromatic amino acid family biosynthetic process","2/57","51/21869",0.00784104780806495,0.31853657346523,0.28795358377867,"AT1G15710/AT2G04400",2
"03.3AF","GO:0009808","lignin metabolic process","2/57","68/21869",0.0136192629250048,0.31853657346523,0.28795358377867,"AT1G15950/AT3G50740",2
"03.3AF","GO:0009072","aromatic amino acid family metabolic process","2/57","79/21869",0.0180874142914418,0.31853657346523,0.28795358377867,"AT1G15710/AT2G04400",2
"03.3AF","GO:0042430","indole-containing compound metabolic process","2/57","79/21869",0.0180874142914418,0.31853657346523,0.28795358377867,"AT2G38470/AT2G04400",2
"03.3AF","GO:0006897","endocytosis","2/57","92/21869",0.0240519716119426,0.31853657346523,0.28795358377867,"AT3G58600/AT1G59610",2
"03.3AF","GO:0006771","riboflavin metabolic process","1/57","11/21869",0.0283063747899818,0.31853657346523,0.28795358377867,"AT5G08340",1
"03.3AF","GO:0008272","sulfate transport","1/57","11/21869",0.0283063747899818,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0009231","riboflavin biosynthetic process","1/57","11/21869",0.0283063747899818,0.31853657346523,0.28795358377867,"AT5G08340",1
"03.3AF","GO:0030010","establishment of cell polarity","1/57","11/21869",0.0283063747899818,0.31853657346523,0.28795358377867,"AT1G59610",1
"03.3AF","GO:0070973","protein localization to endoplasmic reticulum exit site","1/57","11/21869",0.0283063747899818,0.31853657346523,0.28795358377867,"AT1G48440",1
"03.3AF","GO:0006570","tyrosine metabolic process","1/57","12/21869",0.0308402999723845,0.31853657346523,0.28795358377867,"AT1G15710",1
"03.3AF","GO:0042727","flavin-containing compound biosynthetic process","1/57","12/21869",0.0308402999723845,0.31853657346523,0.28795358377867,"AT5G08340",1
"03.3AF","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","1/57","13/21869",0.0333677329641754,0.31853657346523,0.28795358377867,"AT5G25450",1
"03.3AF","GO:0080183","response to photooxidative stress","1/57","13/21869",0.0333677329641754,0.31853657346523,0.28795358377867,"AT1G03850",1
"03.3AF","GO:2000068","regulation of defense response to insect","1/57","13/21869",0.0333677329641754,0.31853657346523,0.28795358377867,"AT4G39830",1
"03.3AF","GO:0009970","cellular response to sulfate starvation","1/57","14/21869",0.0358886901027664,0.31853657346523,0.28795358377867,"AT3G55880",1
"03.3AF","GO:0010120","camalexin biosynthetic process","1/57","14/21869",0.0358886901027664,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0052317","camalexin metabolic process","1/57","14/21869",0.0358886901027664,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0009095","aromatic amino acid family biosynthetic process, prephenate pathway","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT1G15710",1
"03.3AF","GO:0009403","toxin biosynthetic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0009700","indole phytoalexin biosynthetic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0042726","flavin-containing compound metabolic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT5G08340",1
"03.3AF","GO:0046217","indole phytoalexin metabolic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0052314","phytoalexin metabolic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0052315","phytoalexin biosynthetic process","1/57","15/21869",0.0384031876852027,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0034410","cell wall beta-glucan biosynthetic process","1/57","16/21869",0.0409112419682602,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0035435","phosphate ion transmembrane transport","1/57","16/21869",0.0409112419682602,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0046855","inositol phosphate dephosphorylation","1/57","16/21869",0.0409112419682602,0.31853657346523,0.28795358377867,"AT5G64000",1
"03.3AF","GO:0052324","plant-type cell wall cellulose biosynthetic process","1/57","16/21869",0.0409112419682602,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0071545","inositol phosphate catabolic process","1/57","16/21869",0.0409112419682602,0.31853657346523,0.28795358377867,"AT5G64000",1
"03.3AF","GO:0010215","cellulose microfibril organization","1/57","17/21869",0.0434128691685447,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0010506","regulation of autophagy","1/57","17/21869",0.0434128691685447,0.31853657346523,0.28795358377867,"AT2G38470",1
"03.3AF","GO:0046838","phosphorylated carbohydrate dephosphorylation","1/57","18/21869",0.045908085462586,0.31853657346523,0.28795358377867,"AT5G64000",1
"03.3AF","GO:0034406","cell wall beta-glucan metabolic process","1/57","19/21869",0.0483969069869388,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0043966","histone H3 acetylation","1/57","19/21869",0.0483969069869388,0.31853657346523,0.28795358377867,"AT1G54140",1
"03.3AF","GO:0052541","plant-type cell wall cellulose metabolic process","1/57","19/21869",0.0483969069869388,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0072659","protein localization to plasma membrane","1/57","19/21869",0.0483969069869388,0.31853657346523,0.28795358377867,"AT5G25260",1
"03.3AF","GO:0009698","phenylpropanoid metabolic process","2/57","136/21869",0.0490652803142294,0.31853657346523,0.28795358377867,"AT1G15950/AT3G50740",2
"03.3AF","GO:0015743","malate transport","1/57","20/21869",0.0508793498382769,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0048766","root hair initiation","1/57","20/21869",0.0508793498382769,0.31853657346523,0.28795358377867,"AT1G59610",1
"03.3AF","GO:0070726","cell wall assembly","1/57","20/21869",0.0508793498382769,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0071668","plant-type cell wall assembly","1/57","20/21869",0.0508793498382769,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0015740","C4-dicarboxylate transport","1/57","21/21869",0.0533554300734922,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0072348","sulfur compound transport","1/57","22/21869",0.0558251637097891,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0099587","inorganic ion import across plasma membrane","1/57","22/21869",0.0558251637097891,0.31853657346523,0.28795358377867,"AT2G39210",1
"03.3AF","GO:1990778","protein localization to cell periphery","1/57","22/21869",0.0558251637097891,0.31853657346523,0.28795358377867,"AT5G25260",1
"03.3AF","GO:0042445","hormone metabolic process","2/57","147/21869",0.0563324068394554,0.31853657346523,0.28795358377867,"AT2G31750/AT2G38050",2
"03.3AF","GO:0000103","sulfate assimilation","1/57","23/21869",0.0582885667247814,0.31853657346523,0.28795358377867,"AT5G64000",1
"03.3AF","GO:0000162","tryptophan biosynthetic process","1/57","23/21869",0.0582885667247814,0.31853657346523,0.28795358377867,"AT2G04400",1
"03.3AF","GO:0030198","extracellular matrix organization","1/57","23/21869",0.0582885667247814,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0043062","extracellular structure organization","1/57","23/21869",0.0582885667247814,0.31853657346523,0.28795358377867,"AT5G60920",1
"03.3AF","GO:0046219","indolalkylamine biosynthetic process","1/57","23/21869",0.0582885667247814,0.31853657346523,0.28795358377867,"AT2G04400",1
"03.3AF","GO:0031329","regulation of cellular catabolic process","2/57","160/21869",0.0653721454924116,0.31853657346523,0.28795358377867,"AT2G38470/AT3G46220",2
